age;marital;education;default;balance;housing;loan;y
29;single;secondary;No;-194;Yes;No;No
41;married;secondary;No;0;No;No;No
35;married;primary;No;0;Yes;No;No
31;single;secondary;No;1014;Yes;No;No
27;single;tertiary;No;73;No;No;No
47;married;secondary;No;2597;Yes;No;No
53;married;tertiary;No;2627;Yes;Yes;No
34;married;tertiary;No;1906;Yes;No;No
34;married;primary;No;-319;Yes;Yes;No
36;married;tertiary;No;-296;Yes;No;No
40;married;secondary;No;169;Yes;No;No
37;single;tertiary;No;556;No;No;No
65;divorced;unkNown;No;300;No;No;No
53;divorced;secondary;No;751;Yes;No;No
28;single;secondary;No;126;No;No;No
33;divorced;tertiary;No;-386;Yes;No;No
56;married;primary;No;379;No;No;No
45;married;secondary;No;706;No;No;No
39;married;secondary;No;9121;No;No;No
28;single;tertiary;No;1466;Yes;No;No
36;married;primary;No;0;Yes;No;No
41;married;primary;No;951;Yes;No;No
46;married;secondary;No;368;No;No;Yes
41;married;secondary;No;121;Yes;No;No
59;married;secondary;No;204;No;No;No
24;married;secondary;No;299;Yes;No;No
34;married;tertiary;No;4170;Yes;No;No
40;married;primary;No;-335;Yes;No;No
42;married;secondary;No;3165;Yes;No;No
50;married;secondary;No;254;Yes;No;No
25;single;tertiary;No;553;Yes;No;No
51;divorced;secondary;No;518;Yes;No;No
50;married;tertiary;No;85;No;Yes;No
37;married;unkNown;No;603;Yes;No;No
21;single;secondary;No;361;No;No;No
52;married;secondary;No;-98;Yes;No;No
55;married;primary;No;4424;No;No;No
26;single;secondary;No;2610;Yes;Yes;No
38;married;tertiary;No;3234;No;No;Yes
32;married;secondary;No;687;Yes;No;No
31;married;secondary;No;631;Yes;No;No
34;single;secondary;No;341;No;Yes;No
33;single;tertiary;No;316;No;No;No
35;married;secondary;No;2;No;No;No
44;married;unkNown;No;415;Yes;No;No
48;divorced;tertiary;No;507;Yes;No;No
29;married;secondary;No;912;Yes;No;No
50;married;tertiary;No;0;No;No;No
37;married;primary;No;37;Yes;No;No
44;single;secondary;No;2524;No;No;No
36;single;tertiary;No;9019;Yes;No;No
49;divorced;unkNown;No;39;Yes;No;No
31;married;secondary;No;0;Yes;No;No
49;divorced;secondary;No;265;Yes;No;No
35;single;secondary;No;0;Yes;No;Yes
57;divorced;unkNown;No;4012;No;No;No
42;married;primary;No;1520;Yes;No;No
36;divorced;secondary;No;-140;Yes;No;No
75;divorced;primary;No;852;No;No;No
38;single;secondary;No;578;Yes;No;No
40;married;primary;Yes;0;Yes;No;No
38;single;secondary;No;2253;Yes;No;Yes
34;single;tertiary;No;1171;Yes;No;No
29;single;tertiary;No;452;Yes;No;No
28;married;secondary;No;-97;Yes;No;No
79;married;secondary;No;4738;No;No;No
51;divorced;secondary;No;467;Yes;No;No
32;single;tertiary;No;0;No;No;No
36;married;tertiary;No;495;No;No;Yes
38;married;secondary;No;157;No;Yes;No
49;married;secondary;No;358;Yes;Yes;No
42;married;secondary;No;292;Yes;No;No
43;married;primary;No;7343;Yes;No;No
34;married;secondary;No;-563;Yes;No;No
59;single;secondary;No;351;Yes;No;Yes
35;married;primary;No;365;No;No;No
33;single;secondary;No;13494;Yes;No;No
34;single;secondary;No;846;Yes;No;No
64;married;secondary;No;1574;No;No;Yes
34;married;tertiary;No;-28;Yes;No;No
77;married;tertiary;No;0;No;No;Yes
57;married;primary;No;2927;No;Yes;No
30;married;secondary;No;501;Yes;Yes;No
56;divorced;primary;Yes;1238;No;No;Yes
49;married;unkNown;No;301;No;No;No
73;married;primary;No;1388;No;No;No
39;single;secondary;No;102;Yes;No;No
57;divorced;primary;No;13;Yes;No;No
32;married;secondary;No;413;Yes;No;No
32;single;tertiary;No;4665;Yes;No;Yes
45;married;secondary;No;638;Yes;No;No
32;married;secondary;No;101;Yes;No;No
31;married;tertiary;No;1224;Yes;Yes;Yes
49;married;secondary;No;1103;No;No;No
29;married;secondary;No;3748;No;No;No
55;married;secondary;No;955;Yes;No;No
30;married;secondary;No;518;Yes;No;No
45;single;primary;No;1893;Yes;No;Yes
39;married;tertiary;No;14;No;No;No
36;married;secondary;No;-423;Yes;Yes;No
33;married;tertiary;No;3696;No;No;No
36;married;tertiary;No;2987;Yes;No;Yes
31;single;secondary;No;433;No;No;No
36;married;unkNown;No;756;No;No;No
38;single;tertiary;No;0;Yes;No;No
33;married;secondary;No;2727;No;No;No
40;married;secondary;No;93;Yes;No;No
31;married;secondary;No;1766;No;Yes;Yes
39;married;secondary;No;124;Yes;No;No
33;married;tertiary;No;69;No;Yes;No
53;divorced;secondary;No;0;No;No;Yes
38;married;tertiary;No;0;Yes;No;No
59;married;secondary;No;259;No;No;Yes
55;married;primary;No;4103;No;No;No
38;single;tertiary;No;744;Yes;No;No
48;married;secondary;No;116;Yes;No;No
53;married;secondary;No;70;Yes;No;No
44;divorced;secondary;No;432;No;No;No
57;married;tertiary;No;1172;No;No;No
29;single;secondary;No;9;Yes;No;No
31;married;secondary;No;428;Yes;No;No
35;single;tertiary;No;7546;Yes;No;No
31;married;primary;No;620;No;No;No
35;married;tertiary;No;8647;No;No;No
40;single;secondary;No;192;Yes;No;No
39;married;secondary;No;0;Yes;No;No
43;single;tertiary;No;27733;Yes;No;No
44;married;primary;No;276;Yes;Yes;No
29;single;secondary;No;113;No;No;Yes
40;married;secondary;No;782;Yes;No;No
33;married;primary;No;82;Yes;No;No
46;married;tertiary;No;1008;No;No;No
27;single;tertiary;No;6421;No;No;No
26;single;secondary;No;443;No;No;No
41;married;secondary;No;351;Yes;No;No
34;married;tertiary;No;5060;Yes;No;No
39;single;tertiary;No;-41;No;Yes;No
27;single;secondary;No;-124;No;No;No
31;married;secondary;No;79;Yes;Yes;No
44;single;secondary;No;3945;No;No;No
55;married;tertiary;No;197;No;Yes;No
51;divorced;primary;No;837;No;No;No
50;married;tertiary;No;-94;No;Yes;No
30;married;secondary;No;1743;Yes;No;No
46;married;secondary;No;57;No;No;Yes
49;married;secondary;No;635;No;No;No
56;married;secondary;No;-113;Yes;Yes;No
47;divorced;secondary;No;225;No;No;Yes
30;married;secondary;No;124;No;No;No
36;single;secondary;No;475;No;No;No
40;married;tertiary;No;-7;No;Yes;No
37;single;secondary;Yes;375;No;No;No
42;divorced;secondary;No;936;No;No;Yes
45;married;secondary;No;1415;Yes;No;No
34;single;secondary;No;0;No;No;No
27;single;secondary;No;3638;No;No;No
30;married;secondary;No;-99;Yes;No;No
32;married;secondary;No;167;Yes;Yes;No
46;married;primary;No;19;Yes;No;No
29;married;tertiary;No;242;Yes;No;No
53;married;unkNown;No;13;No;No;No
32;married;secondary;No;286;No;No;No
49;married;secondary;No;769;Yes;No;No
35;married;tertiary;No;93;No;No;No
38;married;secondary;No;1663;Yes;No;No
39;married;primary;No;238;Yes;Yes;No
34;single;secondary;No;2178;Yes;No;No
42;married;primary;No;792;Yes;Yes;No
35;single;unkNown;No;871;Yes;No;No
60;married;secondary;No;1025;No;No;No
57;divorced;secondary;No;63;Yes;No;No
31;single;secondary;No;16;No;No;No
29;single;secondary;No;417;No;No;No
41;married;secondary;No;3992;Yes;No;No
46;married;primary;No;2749;Yes;No;No
33;married;secondary;No;133;No;No;Yes
32;single;secondary;No;1721;Yes;No;No
54;divorced;tertiary;No;2171;Yes;Yes;Yes
37;married;secondary;No;4760;Yes;No;No
32;single;secondary;No;2979;No;No;No
43;married;tertiary;No;690;Yes;No;No
50;divorced;secondary;No;203;Yes;No;No
34;married;secondary;No;322;Yes;No;No
31;divorced;secondary;No;1210;No;No;No
43;married;secondary;No;634;Yes;No;No
49;married;secondary;No;273;No;No;No
22;single;unkNown;No;47;No;No;No
35;married;tertiary;No;1100;No;Yes;No
56;married;secondary;No;0;Yes;No;No
53;married;secondary;No;0;No;No;No
54;married;tertiary;No;1544;No;Yes;No
32;single;unkNown;No;6145;Yes;No;No
41;married;secondary;No;28;Yes;No;No
40;married;secondary;No;1012;Yes;No;No
33;married;primary;No;245;Yes;Yes;No
33;single;tertiary;No;1998;No;No;No
34;married;secondary;No;3990;Yes;No;No
36;married;secondary;No;1328;Yes;No;No
34;married;tertiary;No;412;Yes;Yes;No
55;married;primary;No;229;No;Yes;No
28;single;tertiary;No;1562;No;No;Yes
29;single;secondary;No;3432;Yes;No;No
31;single;secondary;No;144;Yes;No;No
52;married;tertiary;No;1339;Yes;No;No
54;married;unkNown;No;386;No;Yes;No
43;married;primary;No;7727;Yes;No;No
55;married;secondary;No;204;No;No;No
28;divorced;unkNown;No;101;Yes;No;No
45;divorced;secondary;No;728;Yes;Yes;No
45;married;primary;No;2418;Yes;No;No
51;married;tertiary;No;2934;Yes;No;No
42;single;secondary;No;0;Yes;No;No
43;single;unkNown;No;181;No;No;No
34;married;tertiary;No;176;No;No;No
36;married;primary;No;49;Yes;No;No
37;married;secondary;No;2023;Yes;No;No
50;married;secondary;No;372;Yes;No;No
42;divorced;unkNown;No;7702;No;No;Yes
34;single;primary;No;464;Yes;No;No
48;married;secondary;No;117;Yes;No;No
47;married;secondary;No;104;Yes;Yes;No
40;married;tertiary;No;1041;Yes;No;No
37;married;tertiary;No;539;No;No;No
38;married;primary;No;0;Yes;No;No
29;single;tertiary;No;406;Yes;No;No
46;married;primary;No;2558;Yes;No;No
26;married;secondary;No;484;Yes;No;No
30;single;tertiary;No;3516;Yes;No;No
42;married;secondary;No;5639;Yes;No;No
42;single;tertiary;No;100;No;No;No
31;single;secondary;No;1306;Yes;No;No
37;single;tertiary;No;815;Yes;No;No
26;married;secondary;No;245;Yes;No;No
54;married;unkNown;No;191;No;No;No
70;married;secondary;No;2815;No;No;No
29;single;secondary;No;3672;Yes;Yes;No
50;married;secondary;No;1572;Yes;No;No
60;divorced;secondary;No;385;Yes;No;No
32;single;secondary;No;29;No;No;No
32;married;secondary;No;84;No;Yes;No
34;single;tertiary;No;876;Yes;No;No
48;single;primary;No;1499;Yes;No;No
25;married;tertiary;No;0;Yes;No;No
32;married;secondary;No;6217;Yes;Yes;No
32;married;primary;No;329;Yes;No;No
47;divorced;secondary;No;162;Yes;No;No
32;married;unkNown;No;14533;No;No;No
49;single;tertiary;No;151;Yes;No;Yes
53;married;secondary;No;-2;Yes;Yes;No
41;single;unkNown;No;4684;No;No;No
47;divorced;tertiary;No;1149;No;Yes;No
35;married;primary;No;11;Yes;No;No
33;single;secondary;No;8004;No;No;No
49;married;primary;No;1019;Yes;No;No
46;divorced;tertiary;No;1297;No;No;Yes
29;divorced;tertiary;No;415;Yes;Yes;No
58;married;primary;No;671;Yes;No;No
40;single;secondary;No;2378;Yes;No;No
34;married;tertiary;No;417;Yes;No;No
60;married;primary;No;71;No;No;No
43;married;tertiary;No;1188;No;No;No
50;married;primary;No;8139;Yes;No;No
33;married;secondary;No;249;Yes;No;No
37;married;primary;No;689;Yes;No;No
55;married;secondary;No;203;Yes;No;No
45;single;primary;Yes;-183;No;Yes;No
47;married;primary;No;3451;No;Yes;No
58;married;secondary;No;116;No;No;No
36;married;secondary;No;1746;Yes;No;No
55;married;secondary;No;0;Yes;No;No
31;married;secondary;No;897;Yes;No;No
38;married;secondary;No;821;Yes;Yes;No
42;married;secondary;No;130;Yes;No;No
32;divorced;tertiary;No;1;Yes;No;No
39;married;secondary;No;8;No;No;No
41;married;secondary;No;55;Yes;No;No
59;married;primary;No;699;No;No;No
42;divorced;secondary;No;759;No;No;No
33;married;secondary;No;687;Yes;No;No
53;married;secondary;No;4968;No;No;No
43;married;primary;No;1211;Yes;No;No
39;single;tertiary;No;426;No;No;Yes
27;single;secondary;No;376;Yes;Yes;No
39;married;tertiary;No;12;Yes;No;No
27;single;secondary;No;23;No;No;No
33;married;secondary;No;353;Yes;No;No
29;divorced;secondary;No;330;Yes;No;No
33;divorced;tertiary;No;0;No;No;No
41;married;secondary;No;353;No;No;No
38;single;tertiary;No;2273;Yes;No;No
30;married;tertiary;No;0;Yes;No;No
58;married;tertiary;No;744;No;No;No
37;single;secondary;No;608;No;No;No
36;divorced;secondary;No;356;Yes;No;No
45;married;primary;No;1291;Yes;No;No
23;single;secondary;No;-306;Yes;No;No
53;married;primary;No;306;No;No;Yes
44;married;primary;No;-312;Yes;No;No
32;single;secondary;No;493;No;No;No
32;married;tertiary;No;71;Yes;No;No
38;married;tertiary;No;669;Yes;Yes;No
47;married;primary;No;556;Yes;No;No
34;single;secondary;No;84;Yes;No;No
52;married;secondary;No;108;Yes;No;No
45;single;secondary;No;-11;Yes;No;No
50;married;primary;No;1164;Yes;No;No
52;divorced;primary;No;-191;Yes;No;Yes
37;married;secondary;No;132;No;No;No
51;married;secondary;No;2237;Yes;No;No
32;married;tertiary;No;4761;Yes;No;No
33;married;secondary;No;-346;Yes;Yes;No
28;married;secondary;No;655;Yes;No;No
66;married;tertiary;No;1048;Yes;No;No
31;single;secondary;No;0;Yes;No;No
35;married;primary;No;624;Yes;No;No
47;single;unkNown;No;1784;No;No;Yes
36;single;secondary;No;1281;No;No;No
32;single;tertiary;No;569;No;Yes;No
34;married;primary;No;1666;Yes;No;No
40;married;secondary;No;168;Yes;No;No
33;married;tertiary;No;263;No;No;No
39;married;secondary;No;-405;Yes;No;No
38;married;secondary;No;279;Yes;No;No
32;single;secondary;No;0;No;No;Yes
65;married;unkNown;No;300;No;No;No
34;single;tertiary;No;415;No;No;No
34;single;primary;No;0;Yes;Yes;No
42;single;primary;No;1322;Yes;Yes;No
31;married;secondary;No;1062;Yes;Yes;No
47;married;secondary;No;302;Yes;No;No
44;divorced;secondary;No;809;Yes;No;No
38;married;secondary;No;-278;Yes;No;No
28;single;tertiary;No;3238;Yes;No;No
46;single;secondary;No;751;Yes;No;No
51;divorced;primary;No;-28;No;Yes;No
42;divorced;tertiary;No;0;No;No;No
37;single;secondary;No;2442;No;No;Yes
58;married;tertiary;No;1798;Yes;No;No
43;married;secondary;No;132;No;No;Yes
36;single;tertiary;No;260;Yes;No;No
34;married;secondary;No;7;Yes;Yes;No
31;single;tertiary;No;3283;No;No;Yes
49;married;unkNown;No;323;Yes;No;No
54;married;tertiary;No;2960;Yes;No;No
29;single;secondary;No;486;No;No;No
51;divorced;secondary;No;343;Yes;No;No
40;divorced;secondary;No;507;Yes;No;No
35;single;tertiary;No;5958;Yes;No;Yes
25;single;secondary;No;304;No;No;Yes
32;single;secondary;No;118;Yes;No;Yes
30;married;secondary;No;123;No;Yes;No
38;married;tertiary;No;76;Yes;No;No
46;married;secondary;No;70;Yes;No;Yes
43;married;primary;No;960;Yes;Yes;No
32;single;tertiary;No;2185;No;No;No
29;single;secondary;No;309;Yes;No;No
56;married;secondary;No;2190;No;Yes;No
57;married;primary;No;0;No;No;No
38;married;secondary;No;3732;Yes;No;No
51;married;primary;No;1550;No;No;No
35;single;tertiary;No;62;No;Yes;No
37;married;primary;No;704;No;No;No
48;married;secondary;No;4415;Yes;No;Yes
30;single;secondary;Yes;4;Yes;No;No
60;married;secondary;No;262;No;No;No
56;married;secondary;No;238;Yes;No;No
45;married;primary;No;97;Yes;No;No
38;divorced;secondary;No;410;No;No;No
20;single;secondary;No;1191;No;No;No
59;married;primary;No;-47;Yes;No;No
34;married;tertiary;No;197;No;No;Yes
36;married;unkNown;No;6;No;No;No
53;single;secondary;No;2398;Yes;No;Yes
51;married;tertiary;No;630;Yes;No;No
58;married;secondary;No;235;No;No;No
48;married;primary;No;1910;Yes;No;No
56;married;tertiary;No;3172;Yes;No;No
51;married;primary;No;872;No;No;No
35;married;secondary;No;407;Yes;No;No
40;single;secondary;No;100;Yes;No;Yes
59;married;secondary;No;345;No;No;No
44;divorced;tertiary;No;2058;No;Yes;No
49;married;primary;No;889;No;No;Yes
35;married;tertiary;No;0;Yes;No;No
41;married;tertiary;No;51;No;No;No
55;married;primary;No;150;No;No;No
51;married;secondary;Yes;34;No;Yes;No
27;single;secondary;No;795;No;No;No
57;married;primary;No;282;No;Yes;No
51;single;tertiary;No;2139;No;No;No
38;married;tertiary;No;-469;Yes;No;No
49;married;secondary;No;197;Yes;No;Yes
40;single;tertiary;No;825;Yes;No;No
47;single;tertiary;No;3232;No;No;No
48;divorced;secondary;No;1598;Yes;No;No
47;married;tertiary;No;871;No;No;No
56;married;secondary;No;83;No;No;No
29;single;tertiary;No;1445;No;No;Yes
38;married;secondary;No;226;Yes;No;Yes
32;married;tertiary;No;-55;Yes;No;No
42;single;secondary;No;243;Yes;No;No
30;married;primary;No;-336;No;No;No
26;single;tertiary;No;3672;Yes;No;No
35;married;secondary;No;0;Yes;No;Yes
35;married;secondary;No;251;Yes;Yes;No
35;single;tertiary;No;44;No;No;No
57;married;secondary;No;2887;No;No;Yes
29;single;secondary;No;1992;No;No;No
32;single;secondary;No;2;No;No;No
45;married;secondary;No;1415;Yes;No;No
51;single;tertiary;No;297;Yes;No;Yes
31;single;secondary;No;1094;Yes;No;No
50;married;unkNown;No;-84;Yes;No;No
38;single;secondary;No;-1;Yes;No;No
37;married;tertiary;No;347;Yes;No;No
35;married;tertiary;No;1253;Yes;No;No
37;married;unkNown;No;4565;No;No;No
28;single;tertiary;No;781;No;No;No
38;married;tertiary;No;7124;No;No;No
43;married;secondary;No;17555;No;No;No
43;married;unkNown;No;5172;Yes;No;No
56;married;tertiary;No;15520;No;No;No
32;single;tertiary;No;13711;Yes;No;No
58;divorced;tertiary;No;1533;No;No;No
47;married;tertiary;No;286;No;No;No
31;single;secondary;No;-219;Yes;No;No
38;married;tertiary;No;0;Yes;No;No
50;married;secondary;No;810;Yes;No;No
32;married;secondary;No;300;No;No;No
37;single;secondary;No;1175;Yes;No;No
39;married;tertiary;No;0;Yes;No;No
40;married;secondary;No;113;Yes;No;No
41;married;secondary;No;641;Yes;No;No
45;married;secondary;No;1477;Yes;No;No
31;married;secondary;No;0;Yes;No;No
54;married;primary;No;8;Yes;No;No
39;divorced;secondary;No;399;Yes;Yes;No
56;divorced;secondary;Yes;-435;Yes;Yes;No
35;single;secondary;No;2830;No;No;No
34;married;secondary;No;15;No;No;No
31;single;secondary;No;125;No;No;No
38;married;tertiary;No;45;No;No;No
41;married;tertiary;No;13;No;No;No
44;married;tertiary;No;0;Yes;No;No
49;married;secondary;No;579;Yes;No;No
30;single;secondary;No;432;Yes;No;No
31;single;secondary;No;1987;Yes;No;No
34;married;secondary;No;857;Yes;No;No
70;married;tertiary;No;15834;No;No;No
45;married;tertiary;No;3370;No;No;No
31;married;tertiary;No;6290;No;No;No
57;married;secondary;No;808;No;No;No
40;married;unkNown;No;4075;Yes;No;No
28;married;secondary;No;373;Yes;No;No
44;single;secondary;No;-101;Yes;No;No
49;divorced;secondary;No;3250;No;No;No
46;married;tertiary;No;1375;Yes;No;No
34;married;tertiary;No;180;No;No;No
58;married;secondary;No;175;No;No;No
52;married;secondary;No;381;No;Yes;No
27;married;secondary;No;2171;Yes;No;No
48;married;secondary;No;340;Yes;No;No
33;divorced;secondary;Yes;10;Yes;Yes;No
46;married;secondary;No;4958;Yes;No;No
51;married;unkNown;No;21244;No;Yes;No
31;married;tertiary;No;156;No;No;Yes
35;divorced;secondary;No;473;Yes;Yes;No
37;single;secondary;No;781;No;No;No
60;married;primary;No;0;No;No;No
40;married;secondary;No;1819;No;No;No
50;married;tertiary;No;4374;Yes;No;No
34;married;secondary;No;456;Yes;Yes;No
32;married;secondary;No;253;Yes;No;No
36;single;secondary;No;774;Yes;No;No
32;single;tertiary;No;-59;No;Yes;No
40;divorced;secondary;No;-81;No;Yes;No
37;married;primary;No;0;Yes;No;No
57;married;tertiary;No;0;Yes;No;No
46;married;tertiary;No;-3;No;No;No
31;single;primary;No;2488;Yes;No;No
39;divorced;tertiary;Yes;3;No;No;Yes
35;married;secondary;No;839;Yes;No;No
32;married;primary;No;103;No;No;No
44;divorced;secondary;No;316;Yes;No;No
41;single;secondary;No;1680;Yes;No;No
59;divorced;primary;No;7179;No;No;No
39;married;secondary;No;247;Yes;No;No
54;married;tertiary;No;8295;No;No;Yes
27;single;secondary;No;261;Yes;Yes;No
51;married;secondary;No;95;Yes;No;Yes
33;single;secondary;No;291;No;No;No
38;married;primary;No;2240;Yes;No;No
52;married;tertiary;No;0;No;No;No
54;divorced;tertiary;No;1295;Yes;No;No
33;married;primary;No;324;Yes;No;No
50;married;secondary;No;669;Yes;No;No
39;single;secondary;No;4143;Yes;Yes;No
34;single;tertiary;No;2646;No;No;Yes
41;single;secondary;No;618;No;No;No
48;divorced;tertiary;No;541;Yes;No;No
38;married;secondary;No;434;Yes;No;No
34;married;secondary;No;622;Yes;No;No
32;married;secondary;No;0;Yes;No;No
48;married;secondary;No;99;Yes;No;No
28;single;secondary;No;290;Yes;No;No
47;married;secondary;No;1230;Yes;No;Yes
32;single;secondary;No;45;Yes;Yes;No
32;married;secondary;No;923;Yes;No;No
38;married;tertiary;No;950;No;No;No
86;married;secondary;No;1503;No;No;No
47;married;secondary;No;65;No;No;No
42;married;primary;No;-679;Yes;Yes;No
44;married;tertiary;No;773;No;Yes;No
25;single;unkNown;No;10788;No;No;No
34;divorced;secondary;No;991;Yes;No;No
34;married;secondary;No;247;No;No;Yes
53;married;primary;No;4143;No;No;No
42;married;unkNown;No;-406;Yes;No;No
30;single;secondary;No;180;No;No;No
26;single;primary;No;-887;Yes;No;Yes
40;married;secondary;No;4157;Yes;No;No
34;single;secondary;No;1386;Yes;Yes;No
34;married;secondary;No;2211;No;No;No
40;married;tertiary;No;-495;No;Yes;No
36;married;tertiary;No;27359;Yes;No;No
34;single;secondary;No;440;Yes;No;No
32;single;secondary;No;135;Yes;No;No
39;married;secondary;No;-735;Yes;No;No
36;married;tertiary;No;60;No;No;No
39;divorced;secondary;No;902;Yes;No;Yes
33;married;unkNown;No;18347;Yes;No;No
34;single;secondary;No;-72;Yes;No;No
42;married;tertiary;No;1205;No;No;Yes
46;married;secondary;No;499;Yes;No;No
32;single;tertiary;No;656;Yes;Yes;No
27;married;secondary;No;100;No;No;No
35;divorced;secondary;No;69;Yes;No;No
53;married;unkNown;No;619;No;No;No
29;single;secondary;No;192;No;No;No
35;single;tertiary;No;0;No;No;No
49;married;tertiary;No;87;No;No;No
58;married;tertiary;No;3228;No;No;No
40;single;tertiary;No;1361;No;No;Yes
19;single;unkNown;No;0;No;No;No
30;single;tertiary;No;34;Yes;No;No
34;single;secondary;No;318;No;Yes;No
60;married;secondary;No;197;No;No;No
28;single;tertiary;No;0;No;No;Yes
46;married;tertiary;No;273;Yes;No;Yes
49;divorced;primary;No;15;Yes;No;No
59;divorced;tertiary;No;7813;Yes;No;No
44;single;secondary;No;-27;Yes;Yes;No
33;married;tertiary;No;75;No;No;No
54;married;secondary;No;1139;Yes;No;No
26;married;secondary;No;115;Yes;No;No
54;married;secondary;No;0;No;No;No
48;married;primary;No;7195;No;No;Yes
30;single;tertiary;No;-477;No;Yes;Yes
29;single;tertiary;No;1026;No;No;Yes
51;married;tertiary;No;3921;Yes;No;No
53;married;primary;No;980;Yes;No;Yes
43;married;secondary;No;-179;Yes;No;No
34;married;tertiary;No;2552;Yes;Yes;No
40;married;tertiary;No;1729;Yes;No;No
43;married;secondary;No;434;Yes;No;No
33;single;secondary;No;-300;Yes;Yes;No
66;married;secondary;No;4785;No;No;No
44;divorced;secondary;No;-329;Yes;No;No
33;married;secondary;No;0;Yes;No;No
31;single;secondary;No;391;No;No;No
71;married;primary;No;4657;No;No;Yes
22;single;primary;No;3472;No;No;Yes
46;single;tertiary;No;705;No;No;No
32;married;secondary;No;255;Yes;Yes;No
45;married;secondary;No;4365;No;Yes;No
32;married;secondary;No;350;Yes;No;No
49;married;primary;No;474;Yes;Yes;No
27;single;secondary;No;489;Yes;No;Yes
46;married;secondary;No;757;No;No;No
37;single;tertiary;No;695;No;No;No
30;single;secondary;Yes;-770;Yes;No;No
44;divorced;secondary;No;80;Yes;Yes;No
45;married;secondary;No;315;Yes;No;No
27;single;secondary;No;213;No;No;Yes
57;married;primary;No;0;No;No;No
66;married;tertiary;No;2169;No;No;No
40;divorced;secondary;No;212;No;No;No
48;married;secondary;No;333;Yes;No;No
33;single;secondary;No;4404;Yes;No;No
42;divorced;secondary;No;257;Yes;No;Yes
47;married;secondary;No;3188;Yes;No;No
27;single;tertiary;No;3083;Yes;No;No
78;married;tertiary;No;226;No;No;No
50;married;primary;No;1260;No;No;No
46;single;tertiary;No;1410;Yes;No;No
41;divorced;secondary;No;6046;Yes;Yes;Yes
36;single;tertiary;No;980;No;No;No
49;married;primary;No;-37;No;No;No
46;divorced;tertiary;No;-154;Yes;Yes;No
77;married;primary;No;680;No;No;No
30;single;tertiary;No;799;Yes;Yes;No
43;single;secondary;Yes;-1164;Yes;Yes;No
44;married;secondary;No;2523;Yes;No;No
40;married;primary;No;98;Yes;No;No
38;married;primary;No;3419;Yes;No;No
25;single;tertiary;No;343;No;No;Yes
49;married;tertiary;No;852;Yes;No;No
33;married;primary;No;50;Yes;No;No
40;single;tertiary;No;0;No;No;No
44;married;primary;No;10;Yes;No;No
32;married;secondary;No;950;Yes;Yes;No
52;married;tertiary;No;0;Yes;No;No
35;married;tertiary;No;175;Yes;No;No
35;married;secondary;No;-259;Yes;No;No
32;married;secondary;No;6217;Yes;Yes;No
42;married;secondary;No;-1310;Yes;Yes;No
59;married;unkNown;No;139;No;No;No
44;single;secondary;No;7138;No;No;Yes
50;divorced;secondary;No;1111;Yes;No;No
27;single;secondary;No;113;No;No;No
55;divorced;tertiary;No;-612;No;No;No
54;married;unkNown;No;310;Yes;No;No
31;single;secondary;No;-186;Yes;No;No
56;married;unkNown;No;2038;No;No;No
51;married;tertiary;No;833;No;No;No
61;married;primary;No;625;Yes;No;No
34;single;secondary;No;105;Yes;No;No
56;married;primary;No;551;No;No;No
29;single;unkNown;No;145;No;No;No
34;single;tertiary;No;618;Yes;No;No
35;single;secondary;No;1063;Yes;Yes;No
56;divorced;secondary;No;985;No;Yes;No
45;married;secondary;No;2926;Yes;Yes;No
31;single;secondary;No;-449;Yes;No;No
37;divorced;tertiary;No;66;No;No;Yes
43;married;secondary;No;0;Yes;No;No
40;married;unkNown;No;419;Yes;No;No
44;married;primary;No;4758;Yes;No;Yes
38;single;secondary;No;-23;No;No;No
58;divorced;tertiary;No;1573;Yes;Yes;No
24;single;secondary;No;77;Yes;No;No
53;married;secondary;No;1378;Yes;No;No
36;married;secondary;No;-73;Yes;Yes;No
28;married;primary;No;60;Yes;No;No
45;married;primary;No;137;Yes;Yes;No
32;single;tertiary;No;1583;Yes;No;No
46;married;secondary;No;-121;Yes;Yes;No
28;single;secondary;No;1065;Yes;Yes;No
51;married;secondary;No;-13;Yes;No;No
51;married;primary;No;1869;No;No;No
30;single;secondary;No;4787;Yes;No;No
39;married;secondary;Yes;-183;Yes;No;No
28;married;primary;No;702;Yes;No;No
31;single;tertiary;No;1494;No;No;No
31;married;primary;No;0;Yes;Yes;No
38;married;tertiary;No;46;No;No;No
31;single;secondary;No;609;Yes;No;No
74;divorced;secondary;No;4079;No;No;Yes
40;single;tertiary;No;0;Yes;No;Yes
43;married;secondary;No;7876;Yes;No;No
34;single;tertiary;No;925;Yes;No;Yes
54;divorced;tertiary;No;7010;No;No;No
51;married;primary;No;42;Yes;No;No
33;married;secondary;No;285;No;Yes;No
41;married;tertiary;No;0;No;No;No
33;single;tertiary;No;3170;No;No;No
48;married;secondary;No;8;No;Yes;No
42;divorced;tertiary;No;216;Yes;No;No
35;single;tertiary;No;2975;No;No;No
25;married;secondary;No;894;Yes;No;No
38;single;primary;No;490;Yes;Yes;No
45;married;secondary;No;245;Yes;No;No
59;divorced;tertiary;No;0;Yes;No;No
47;married;unkNown;No;150;No;No;No
33;married;tertiary;No;4;Yes;No;No
59;married;primary;No;1727;No;No;Yes
41;divorced;primary;No;664;No;Yes;Yes
42;married;secondary;No;473;Yes;No;No
51;divorced;tertiary;No;0;No;No;No
